SL No,Title,Current Price,MRP,Rating,Link
22,"Dell_Model 5320 | i7 | 11th Generation Processor | 16GB RAM | 512GB SSD | 13.3"" FHD Display | Win 10 Pro | A+ Condition Laptop (Refab & Tested)",,,,https://www.amazon.in/Dell_Model-5320-Generation-Processor-Condition/dp/B0GLZ1FDRX/ref=sr_1_3?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-3&xpid=vjzpPUSu4zLUM
23,"EBook 11.6"" HD Laptop | Best Student & Office Work Laptop | Celeron N4020 | 4GB DDR4 | 128GB eMMC + M.2 SSD Expandable Slot | Win 11 Home |31Wh Battery | UHD Graphics 600 | Black",10990.0,25000.0,5.0,https://www.amazon.in/Neopticon-Student-Celeron-Expandable-Graphics/dp/B0G2MT8YVV/ref=sr_1_4?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-4&xpid=vjzpPUSu4zLUM
24,"HP 15, AMD Ryzen 3 7320U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fc0500AU, FHD Camera w/Privacy Shutter Laptop",36990.0,44783.0,4.0,https://www.amazon.in/HP-Anti-Glare-Micro-Edge-Office24-fc0500AU/dp/B0FJYJ8LVY/ref=sr_1_5?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-5&xpid=vjzpPUSu4zLUM
25,"Primebook 2 Max 2025 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)",22990.0,34990.0,4.3,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjk2NDQxNTcwMDM4NjMzOjE3NzA5MTk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDcwNjM5MjAxMDAzMjo6MDo6&url=%2FPrimebook-Storage-15-6-Inch-MediaTek-Keyboard%2Fdp%2FB0FFMQB3KL%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D3NW6BLF8383HH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0FFMQB3KL%26pd_rd_r%3D320f740d-20a8-4c88-8715-41eec38397e8%26pd_rd_w%3DBwsg8%26pd_rd_wg%3D3CCbu%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DHYY5QVGPW6G790F6SEBB%26qid%3D1770919668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C463%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DvjzpPUSu4zLUM%26aref%3DzUANlRM61Y%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=zUANlRM61Y&sp_cr=ZAZ
26,"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.35kg, he0014QU, Light-Weight, Next-Gen AI Laptop",66020.0,83704.0,4.1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjk2NDQxNTcwMDM4NjMzOjE3NzA5MTk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDkwMDY5NDE0ODUzMjo6MTo6&url=%2FHP-Previously-Snapdragon-Processor-Light-Weight%2Fdp%2FB0F8P4Y7VF%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D3NW6BLF8383HH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F8P4Y7VF%26pd_rd_r%3D320f740d-20a8-4c88-8715-41eec38397e8%26pd_rd_w%3DBwsg8%26pd_rd_wg%3D3CCbu%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DHYY5QVGPW6G790F6SEBB%26qid%3D1770919668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C463%26sr%3D1-2-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DvjzpPUSu4zLUM%26aref%3DZDXWmKYaWQ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=ZDXWmKYaWQ&sp_cr=ZAZ
27,"Primebook 2 Neo 2025 (New Launch) | 6GB RAM, 128GB Storage (Upgradable Upto 512GB) | MediaTek Helio G99 | Android 15 (PrimeOS3.0) | in-Built AI | 11.6” Thin & Light Laptop | Type-C, USB, MicroSD Ports",15990.0,24990.0,4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjk2NDQxNTcwMDM4NjMzOjE3NzA5MTk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDYyMTQ2MTg5MTEzMjo6Mjo6&url=%2FPrimebook-Upgradable-MediaTek-G99-PrimeOS3-0%2Fdp%2FB0FDLB7BQZ%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D3NW6BLF8383HH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0FDLB7BQZ%26pd_rd_r%3D320f740d-20a8-4c88-8715-41eec38397e8%26pd_rd_w%3DBwsg8%26pd_rd_wg%3D3CCbu%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DHYY5QVGPW6G790F6SEBB%26qid%3D1770919668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C463%26sr%3D1-3-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DvjzpPUSu4zLUM%26aref%3DE8O8DLTkwq%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=E8O8DLTkwq&sp_cr=ZAZ
28,"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/NVIDIA GeForce RTX 3050, GDDR6 6GB/Translucent Black/1.9Kg) A12UDX-1468IN",75990.0,97990.0,4.8,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjk2NDQxNTcwMDM4NjMzOjE3NzA5MTk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDYxNTM5OTYwMzUzMjo6Mzo6&url=%2FMSI-i5-12450H-Windows-Translucent-A12UDX-1468IN%2Fdp%2FB0DJP6N8X5%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D3NW6BLF8383HH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DJP6N8X5%26pd_rd_r%3D320f740d-20a8-4c88-8715-41eec38397e8%26pd_rd_w%3DBwsg8%26pd_rd_wg%3D3CCbu%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DHYY5QVGPW6G790F6SEBB%26qid%3D1770919668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C463%26sr%3D1-4-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DvjzpPUSu4zLUM%26aref%3DbRai6LJPxe%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=bRai6LJPxe&sp_cr=ZAZ
29,"Primebook 2 Pro 2025 (New Launch) | 8GB RAM, 128GB UFS Storage | 14.1-Inch FHD IPS Display | 14 Hours Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Aqua)",19990.0,29990.0,4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjk2NDQxNTcwMDM4NjMzOjE3NzA5MTk2Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDgyMzcxOTI4MTIzMjo6NDo6&url=%2FPrimebook-Storage-14-1-Inch-MediaTek-Keyboard%2Fdp%2FB0FZJNZS65%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D3NW6BLF8383HH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0FZJNZS65%26pd_rd_r%3D320f740d-20a8-4c88-8715-41eec38397e8%26pd_rd_w%3DBwsg8%26pd_rd_wg%3D3CCbu%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DHYY5QVGPW6G790F6SEBB%26qid%3D1770919668%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C463%26sr%3D1-5-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DvjzpPUSu4zLUM%26aref%3DtjigWtyJ9a%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=tjigWtyJ9a&sp_cr=ZAZ
30,"BrowseBook 14.1"" FHD IPS Laptop | Best Student & Office Work Laptop | Celeron N4020 | 4GB RAM | 128GB SSD | Windows 11 | 38Wh | 1.3kg | Grey",12990.0,30000.0,3.0,https://www.amazon.in/Neopticon-BrowseBook-Student-Celeron-Windows/dp/B0FC64RYH1/ref=sr_1_6?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-6&xpid=vjzpPUSu4zLUM
31,Thomson NEO 14.1 Inch IN-P14C Intel Celeron Dual Core N4020 Processor & Window 11 Home Notebook (4 GB RAM DDR4/ 128 GB SSD/Numeric Touch Pad/Thin & Light Weight/Silver),12990.0,24990.0,,https://www.amazon.in/Thomson-Processor-Window-Notebook-Numeric/dp/B0DYVQYGP9/ref=sr_1_7?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-7&xpid=vjzpPUSu4zLUM
32,"JioBook 11 with Lifetime Office | Android 4G Laptop Mediatek 8788 (JioOS) | Octa-core | 4GB RAM | 64 eMMC Storage | Thin and Light Laptop (11.6 inch, 990 Grams) | Dual Band WiFi + SIM | Blue",10990.0,25000.0,2.9,https://www.amazon.in/JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=sr_1_8?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-8&xpid=vjzpPUSu4zLUM
33,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA",15990.0,36502.0,3.8,https://www.amazon.in/Lenovo-SmartChoice-Chromebook-Speakers-82UY0014HA/dp/B0F2TMZJ24/ref=sr_1_9?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-9&xpid=vjzpPUSu4zLUM
34,"HP 15 Consumer Series Laptop, Intel Core i3-1315U (13th Gen) 12GB DDR4 RAM,512GB NVMe SSD/ 15.6'' FHD Anti-Glare, Micro-Edge, Win11, M365 Basic(1yr)* Office24, Silver,1.59kg, FHD Camera with Shutter",40654.0,53933.0,4.1,https://www.amazon.in/HP-Consumer-i3-1315U-Anti-Glare-Micro-Edge/dp/B0FMYH3W73/ref=sr_1_10?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-10&xpid=vjzpPUSu4zLUM
35,"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, 8GB RAM, 512GB SSD, FHD 14"", Windows 11, Office Home 2024, Mixed Black, 1.38 kg, E1404FA-NK3325WS, AMD Radeon iGPU, M365 Basic (1Year)*, Thin & Light Laptop",34990.0,43990.0,4.1,https://www.amazon.in/ASUS-Vivobook-Radeon-Windows-E1404FA-NK3325WS/dp/B0DTYNRVRX/ref=sr_1_13?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-13&xpid=vjzpPUSu4zLUM
36,"HP Omnibook 5 OLED, Snapdragon X Processor (16GB LPDDR5x,1TB SSD) 2K OLED, Micro-Edge, 16''/40.6cm, Win11, M365*Office24, Glacier Silver, 1.59kg, fb0001QU, FHD Camera, Backlit, Next-Gen AI Laptop",71340.0,85965.0,4.1,https://www.amazon.in/HP-Snapdragon-Processor-Micro-Edge-fb0001QU/dp/B0FRM3G9JF/ref=sr_1_14?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-14&xpid=vjzpPUSu4zLUM
37,"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop",41990.0,52721.0,4.1,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU/dp/B0F4R3GFMQ/ref=sr_1_15?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-15&xpid=vjzpPUSu4zLUM
38,"acer Aspire 3, Intel Core Celeron N4500, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop",31999.0,35999.0,3.4,https://www.amazon.in/Celeron-LPDDR4X-39-62cm-Windows-A325-45/dp/B0FF4QBNWM/ref=sr_1_16?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-16&xpid=vjzpPUSu4zLUM
39,Thomson NEO 14.1 Inch IN-P14C Intel Celeron Dual Core N4020 Processor & Window 11 Notebook (8 GB RAM DDR4/ 256 GB SSD/Numeric Touch Pad/1MP Webcam/Silver),14990.0,27990.0,3.0,https://www.amazon.in/Thomson-Window-Notebook-Numeric-Webcam/dp/B0DYVR777M/ref=sr_1_17?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-17&xpid=vjzpPUSu4zLUM
40,"ASUS TUF A15 (2025), AMD Ryzen 7 7445HS, Gaming Laptop(RTX 3050,75W TGP,16GB DDR5(Upgradeable Upto 64GB )512GB SSD,FHD,15.6"",144Hz,RGB Keyboard,48Whrs,Windows 11,Graphite Black,2.3 Kg) FA506NCG-HN199W",70990.0,83990.0,4.2,https://www.amazon.in/ASUS-Upgradeable-Keyboard-Graphite-FA506NCG-HN199W/dp/B0FM3C4L2F/ref=sr_1_18?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-18&xpid=vjzpPUSu4zLUM
41,"HP 14s Intel Celeron Dual Core N4500 Laptop (8GB/512GB SSD/Win 11) 14.0"" HD Display, MSO 24, Black, 1.46kg, DQ3149TU Thin and Light Business Laptop",28690.0,30299.0,3.4,https://www.amazon.in/HP-Celeron-Display-DQ3149TU-Business/dp/B0FYYBXPPD/ref=sr_1_19?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-19&xpid=vjzpPUSu4zLUM
42,"HP 15, 13th Gen Intel Core i5-1334U, (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, FHD, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0577TU, Iris Xe, FHD Camera w/Shutter Laptop",54990.0,70841.0,3.9,https://www.amazon.in/HP-i5-1334U-Anti-Glare-Micro-Edge-fd0577TU/dp/B0F4R6H3NB/ref=sr_1_20?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.ghkJd2On7eJHNAGjZ9SzMVlGSN5zmyZzu8MvE5RSACE&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-20&xpid=vjzpPUSu4zLUM
43,"Dell_Model 5320 | i7 | 11th Generation Processor | 16GB RAM | 512GB SSD | 13.3"" FHD Display | Win 10 Pro | A+ Condition Laptop (Refab & Tested)",,,,https://www.amazon.in/Dell_Model-5320-Generation-Processor-Condition/dp/B0GLZ1FDRX/ref=sr_1_3?crid=3NW6BLF8383HH&dib=eyJ2IjoiMSJ9.LvRYcMXe0gyflLpcoiYNjDQGiwtKVW-phB8l2zfUs6F2K8IB0k81FtY8l46ljuBNJJBQaPO6y6rlhRWd_3V_lCEgKf5RQeuOq-UVQsRKiVXAANlMHe5aNFzSLe0ovkdCHiLPBcp5CEOO4wajlYzJ4KAqCQDLgxRcAi9T5UdBiErRkIMipXQ6wsaFhEoB6CsvD5SO2L4TJM5otxdR0SGTVLyePvIPOfn0f6I6Lw62NK8.w1WxwVyNsb_Io7RdMR9PURrHLuaCwERORnr3GggPT3Q&dib_tag=se&keywords=laptop&qid=1770919668&sprefix=lapt%2Caps%2C463&sr=8-3&xpid=vjzpPUSu4zLUM
